Query,Match,HMDB,PubChem,KEGG,SMILES,Comment,Pathway
"Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate","Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate",HMDB0032796,11184361,NA,CC(C)(C(CC1=C(C=CC(=C1)C(=O)OC)O)O)O,1,
L-Cystathionine,L-Cystathionine,HMDB0000099,439258,C02291,C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N,1,
Gibberellin A59,Gibberellin A59,HMDB0035051,131751653,NA,OC(=O)C1C2C3(CC=CC2(C(O)=O)C(=O)O3)C2CCC3(O)CC12CC3=C,1,
Adenosine monophosphate,Adenosine monophosphate,HMDB0000045,6083,C00020,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,1,
1-Hydroxyepiacorone,1-Hydroxyepiacorone,HMDB0030918,85272666,NA,CC(C)C1(O)C(=O)CC(C)C11CCC(C)C(=O)C1,1,
Corchorifatty acid F,Corchorifatty acid F,HMDB0035919,44559173,NA,CC/C=C\CC(C(/C=C/C(CCCCCCCC(=O)O)O)O)O,1,
Glycerol 1-propanoate diacetate,Glycerol 1-propanoate diacetate,HMDB0031640,20111767,NA,CCC(=O)OCC(COC(=O)C)OC(=O)C,1,
2(3H)-Benzothiazolethione,2(3H)-Benzothiazolethione,HMDB0030524,21831736,C14437,C1=CC=C2C(=C1)NC(=S)S2.C1=CC=C2C(=C1)NC(=S)S2,1,
Erucic acid,Erucic acid,HMDB0002068,5281116,C08316,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O,1,
Quinolinic acid,Quinolinic acid,HMDB0000232,1066,C03722,C1=CC(=C(N=C1)C(=O)O)C(=O)O,1,
2-Phosphinomethylmalate,2-Phosphinomethylmalate,NA,96024168,C17947,NA,1,
S-2-Octenoyl CoA,S-2-Octenoyl CoA,HMDB0002992,6275594,NA,CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,1,
4-Hydroxy-2-butenoic acid gamma-lactone,4-Hydroxy-2-butenoic acid gamma-lactone,HMDB0032330,10341,C17601,C1C=CC(=O)O1,1,
Coumarin-4-carboxylic acid,Coumarin-4-carboxylic acid,HMDB0032944,605378,NA,C1=CC=C2C(=C1)C(=CC(=O)O2)C(=O)O,1,
Orotic acid,Orotic acid,HMDB0000226,967,C00295,C1=C(NC(=O)NC1=O)C(=O)O,1,
Naringenin,Naringenin,HMDB0002670,439246,C00509,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,1,
MG(0:0/20:1(11Z)/0:0),MG(0:0/20:1(11Z)/0:0),HMDB0011543,53480963,NA,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC(CO)CO,1,
Celerin,Celerin,HMDB0030110,156431,NA,CC(C)(C=C)C1=CC(=C(C2=C1C=CC(=O)O2)O)OC,1,
4-Methyl-1-phenyl-2-pentanone,4-Methyl-1-phenyl-2-pentanone,HMDB0031569,219672,NA,CC(C)CC(=O)CC1=CC=CC=C1,1,
2-Hydroxyacetaminophen sulfate,2-Hydroxyacetaminophen sulfate,HMDB0062547,86290013,NA,CC(=O)NC1=CC=C(OS(O)(=O)=O)C=C1O,1,
D-Urobilin,D-Urobilin,HMDB0004161,6276321,C05795,CCC1=C(C(=O)NC1CC2=C(C(=C(N2)/C=C\3/C(=C(C(=N3)CC4C(=C(C(=O)N4)C=C)C)C)CCC(=O)O)CCC(=O)O)C)C,1,
Acetaminophen,Acetaminophen,HMDB0001859,1983,C06804,CC(=O)NC1=CC=C(C=C1)O,1,
3''-Hydroxy-geranylhydroquinone,3''-Hydroxy-geranylhydroquinone,NA,96024349,C18132,NA,1,
Androsterone,Androsterone,HMDB0000031,5879,C00523,C[C@]12CCC(C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,1,
D-Lombricine,D-Lombricine,METPA0215,NA,C01726,NA,1,
"2,3-Epoxyaflatoxin B1","2,3-Epoxyaflatoxin B1",HMDB0006558,104756,C19586,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5[C@@H]6[C@@H](O6)O[C@@H]5OC4=C1,1,
Dihydro-O-methylsterigmatocystin,Dihydro-O-methylsterigmatocystin,HMDB0030591,119251,NA,COC1=CC=CC2=C1C(=O)C3=C(C=C4C(=C3O2)C5CCOC5O4)OC,1,
N-Acetyl-L-tyrosine,N-Acetyl-L-tyrosine,HMDB0000866,68310,C01657,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,1,
"Riboflavin cyclic-4',5'-phosphate","Riboflavin cyclic-4',5'-phosphate",HMDB0059614,11026517,C16071,[H][C@](O)(CN1C2=C(C=C(C)C(C)=C2)N=C2C(O)=NC(=O)N=C12)[C@]([H])(O)[C@@]1([H])COP(O)(=O)O1,1,
3-keto-2-Methylbutyrate,3-keto-2-Methylbutyrate,HMDB0029172,150996,NA,CC(C(=O)C)C(=O)[O-],1,
"3-Caffeoyl-1,5-quinolactone","3-Caffeoyl-1,5-quinolactone",HMDB0029287,102210472,NA,O[C@H]1[C@H]2C[C@@](O)(C[C@H]1OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(=O)O2,1,
Hydroxyprolyl-Isoleucine,Hydroxyprolyl-Isoleucine,HMDB0028866,61157357,NA,CCC(C)C(NC(=O)C1CC(O)CN1)C(O)=O,1,
2-Isopropylmalic acid,2-Isopropylmalic acid,HMDB0000402,5280523,C02504,CC(C)[C@@](CC(=O)O)(C(=O)O)O,1,
Diethylhexyl adipate,Diethylhexyl adipate,HMDB0040270,7641,C14240,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1,
Galactaric acid,Galactaric acid,HMDB0000639,3037582,C00879,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,1,
Luteolin,Luteolin,HMDB0005800,5280445,C01514,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,1,
Eupatilin,Eupatilin,HMDB0029469,5273755,C10040,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)OC)O)OC,1,
"5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone","5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone",HMDB0029272,44259873,NA,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C4=C(C=C3O2)OCO4)O)OC)O,1,
1H-Indole-3-carboxaldehyde,1H-Indole-3-carboxaldehyde,HMDB0029737,10256,C08493,C1=CC=C2C(=C1)C(=CN2)C=O,1,
N-Ethylacetamide,N-Ethylacetamide,HMDB0031215,12253,NA,CCNC(=O)C,1,
Lubiminol,Lubiminol,HMDB0029604,74427786,NA,CC1C(O)C(O)CC(CO)C11CCC(C1)C(C)=C,1,
Guanosine triphosphate,Guanosine triphosphate,HMDB0001273,6830,C00044,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N,1,
Dolichosterone,Dolichosterone,HMDB0034336,13870422,NA,CC(C)C(=C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,1,
Shoyuflavone B,Shoyuflavone B,HMDB0034589,10001145,NA,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)OC(C(C(=O)O)O)C(=O)O)O,1,
dUDP,dUDP,HMDB0001000,145729,C01346,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)O)O,1,
9-Octadecenal,9-Octadecenal,HMDB0030965,5283381,NA,CCCCCCCC/C=C/CCCCCCCC=O,1,
"Vitamin K1 2,3-epoxide","Vitamin K1 2,3-epoxide",HMDB0002972,5460204,C05849,CC(C)CCCC(C)CCCC(C)CCC/C(=C/CC12C(=O)C3=CC=CC=C3C(=O)C1(O2)C)/C,1,
Isopulegone caffeate,Isopulegone caffeate,HMDB0029566,18406287,NA,CC(=C)C1CCC(CC1)COC(=O)/C=C/C2=CC(=C(C=C2)O)O,1,
Soyasapogenol A,Soyasapogenol A,HMDB0034505,0,C17419,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C)C(O)C1O,1,
2-Methoxyestrone,2-Methoxyestrone,HMDB0000010,440624,C05299,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=CC(=C(C=C34)OC)O,1,
Prostaglandin E2,Prostaglandin E2,HMDB0001220,5283116,C00584,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,1,
Octacosanoic acid,Octacosanoic acid,HMDB0002348,10470,NA,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,1,
Fructose 6-phosphate,Fructose 6-phosphate,HMDB0000124,69507,C00085,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O,1,
"19,20-DiHDPA","19,20-DiHDPA",HMDB0010214,16061148,NA,CCC(C(C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O)O)O,1,
Lisinopril,Lisinopril,HMDB0001938,5362119,D00362,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,1,
"7(14)-Bisabolene-2,3,10,11-tetrol","7(14)-Bisabolene-2,3,10,11-tetrol",HMDB0035918,73816843,NA,CC(C)(O)C(O)CCC(=C)C1CCC(C)(O)C(O)C1,1,
Galactosylglycerol,Galactosylglycerol,HMDB0006790,656504,C05401,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OCC(CO)O)O)O)O)O,1,
Palmitic amide,Palmitic amide,HMDB0012273,69421,NA,CCCCCCCCCCCCCCCC(=O)N,1,
11-Hydroxy-12-methoxydihydrokawain,11-Hydroxy-12-methoxydihydrokawain,HMDB0030766,586508,NA,COC1=CC(=O)OC(C1)CCC2=CC(=C(C=C2)OC)O,1,
3-Fumarylpyruvate,3-Fumarylpyruvate,HMDB0060371,5280525,C02514,OC(=O)\C=C\C(=O)CC(=O)C(O)=O,1,
3-Hydroxyanthranilic acid,3-Hydroxyanthranilic acid,HMDB0001476,86,C00632,C1=CC(=C(C(=C1)O)N)C(=O)O,1,
Neryl glucoside,Neryl glucoside,HMDB0029346,18688993,NA,CC(C)=CCC\C(C)=C/COC1OC(CO)C(O)C(O)C1O,1,
"2,5-Dimethyl-3-propylpyrazine","2,5-Dimethyl-3-propylpyrazine",HMDB0031841,87637,NA,CCCC1=NC(=CN=C1C)C,1,
Ginkgolide J,Ginkgolide J,HMDB0029605,163776,C07604,CC1C(=O)OC2C1(C34C(=O)OC5C3(C2)C6(C(C5O)C(C)(C)C)C(C(=O)OC6O4)O)O,1,
"5,6-Dihydro-4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one","5,6-Dihydro-4-methoxy-6-[2-(4-methoxyphenyl)ethyl]-2H-pyran-2-one",HMDB0030549,10084050,NA,COC1=CC(=O)OC(C1)CCC2=CC=C(C=C2)OC,1,
1-Isopropyl citrate,1-Isopropyl citrate,HMDB0032438,9816081,NA,CC(C)OC(=O)CC(CC(=O)O)(C(=O)O)O,1,
Benazepril,Benazepril,HMDB0014682,5362124,C06843,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CCC3=CC=CC=C3N(C2=O)CC(=O)O,1,
MG(0:0/24:1(15Z)/0:0),MG(0:0/24:1(15Z)/0:0),HMDB0011559,53480973,NA,CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)OC(CO)CO,1,
Armillane,Armillane,HMDB0035779,131751864,NA,CC1=CC(C(=O)OC2CC3(C)C4CC(C)(C)CC4C(O)C(CO)C23O)=C(O)C=C1O,1,
Coumarin,Coumarin,HMDB0001218,323,C05851,C1=CC=C2C(=C1)C=CC(=O)O2,1,
Demethylated antipyrine,Demethylated antipyrine,HMDB0006240,70335,C13008,CC1=CC(=O)N(N1)C2=CC=CC=C2,1,
Lupinate,Lupinate,NA,4679,C01513,NA,1,
p-Coumaroyl vitisin A,p-Coumaroyl vitisin A,HMDB0029239,NA,NA,[H][C@]1(COC(=O)C=CC2=CC=C(O)C=C2)OC([H])(OC2=C(OC3=CC(O)=CC4=C3C2=CC(O4)=C(O)O)C2=CC(=[O+]C)C(=O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,1,
Cubebinone,Cubebinone,HMDB0033259,131751399,NA,COC1=C2OCOC2=CC(CC2C(CC3=CC(OC)=C(OC)C(OC)=C3)COC2=O)=C1,1,
Cerebronic acid,Cerebronic acid,HMDB0039540,102430,C17873,CCCCCCCCCCCCCCCCCCCCCCC(O)C(O)=O,1,
(Z)-4-Heptenal,(Z)-4-Heptenal,HMDB0031483,5362814,NA,CC/C=C\CCC=O,1,
1-Pyrenylsulfate,1-Pyrenylsulfate,NA,103061451,C18269,NA,1,
Ascochitine,Ascochitine,HMDB0030145,270972,NA,CCC(C)C1=C(C2=CC(=O)C(=C(C2=CO1)O)C(=O)O)C,1,
L-Tyrosine,L-Tyrosine,HMDB0000158,6057,C00082,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,1,
Vindoline,Vindoline,NA,4777,C01626,NA,1,
"3-(1,1-Dimethyl-2-propenyl)-7,8-dimethoxy-2H-1-benzopyran-2-one","3-(1,1-Dimethyl-2-propenyl)-7,8-dimethoxy-2H-1-benzopyran-2-one",HMDB0033921,21678648,NA,CC(C)(C=C)C1=CC2=C(C(=C(C=C2)OC)OC)OC1=O,1,
"PE(14:0/20:2(11Z,14Z))","PE(14:0/20:2(11Z,14Z))",HMDB0008835,52924121,C00350,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,1,
Dihydrosterigmatocystin,Dihydrosterigmatocystin,HMDB0030590,5486173,NA,COC1=C2C(=C3C4CCOC4OC3=C1)OC5=C(C2=O)C(=CC=C5)O,1,
1-Methoxyphaseollidin,1-Methoxyphaseollidin,HMDB0029319,44257468,NA,CC(=CCC1=C(C=CC2=C1OC3C2COC4=CC(=CC(=C34)OC)O)O)C,1,
Oleamide,Oleamide,HMDB0002117,5283387,C19670,CCCCCCCC/C=C\CCCCCCCC(=O)N,1,
2-(4-Methyl-5-thiazolyl)ethyl propionate,2-(4-Methyl-5-thiazolyl)ethyl propionate,HMDB0032424,29933357,NA,CCC(=O)OCCC1=C(N=CS1)C,1,
Glycerol tripropanoate,Glycerol tripropanoate,HMDB0032857,8763,NA,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,1,
Aflatoxin B1 dialcohol,Aflatoxin B1 dialcohol,HMDB0011672,53481022,NA,COC1=C2C3=C(C(=O)CC3)C(=O)CC2=C4C(COC4=C1)C(CO)O,1,
Labetalol,Labetalol,HMDB0014736,3869,C07063,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,1,
Gravolenic acid,Gravolenic acid,HMDB0033884,131751501,NA,CC(C)(O)C1CC2=C(O)C(O)=CC(\C=C/C(O)=O)=C2O1,1,
Resveratrol 4'-(6-galloylglucoside),Resveratrol 4'-(6-galloylglucoside),HMDB0034687,131751610,NA,OC1C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC(OC2=CC=C(\C=C/C3=CC(O)=CC(O)=C3)C=C2)C(O)C1O,1,
Butyl (S)-3-hydroxybutyrate glucoside,Butyl (S)-3-hydroxybutyrate glucoside,HMDB0031694,76463851,NA,CCCCOC(=O)CC(C)OC1OC(CO)C(O)C(O)C1O,1,
Heptacosanoic acid,Heptacosanoic acid,HMDB0002063,23524,NA,CCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,1,
Antibiotic X 14889C,Antibiotic X 14889C,HMDB0033335,13491357,NA,CCC(C1OC(C)(CC1C)C1(O)OC(CC)(CC1C)C(C)O)C(=O)C(C)C(O)C(C)C1OC(O)(CC(O)=O)C(C)CC1C,1,
Isomammein,Isomammein,HMDB0030781,5748528,NA,CCCC1=CC(=O)OC2=C1C(=C(C(=C2CC=C(C)C)O)C(=O)CC(C)C)O,1,
Perulactone,Perulactone,HMDB0034392,433638,NA,CC1C(COC1=O)CC(C(C)(C2CCC3C2(CCC4C3CC=C5C4(C(CC(C5)O)OC(=O)C)C)C)O)O,1,
Gluconolactone,Gluconolactone,HMDB0000150,7027,C00198,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,1,
Eugenyl benzoate,Eugenyl benzoate,HMDB0032056,62362,NA,COC1=C(C=CC(=C1)CC=C)OC(=O)C2=CC=CC=C2,1,
Austalide G,Austalide G,HMDB0030154,131750971,NA,COC(=O)CCC1(C)C2CC3=C(OC2(C)CC(OC(C)=O)C1C(C)(C)O)C(C)=C1COC(=O)C1=C3OC,1,
5-Hydroxylysine,5-Hydroxylysine,HMDB0000450,4433,C16741,C(C[C@@H](C(=O)O)N)[C@H](CN)O,1,
12-Oxo-20-carboxy-leukotriene B4,12-Oxo-20-carboxy-leukotriene B4,HMDB0012550,53481457,NA,C(CCC(=O)O)C/C=C\CC(=O)/C=C/C=C/C=C\[C@@H](CCCC(=O)O)O,1,
"3-Feruloyl-1,5-quinolactone","3-Feruloyl-1,5-quinolactone",HMDB0029289,102210470,NA,COC1=C(O)C=CC(\C=C\C(=O)O[C@@H]2C[C@]3(O)C[C@@H](OC3=O)[C@@H]2O)=C1,1,
"alpha,alpha'-diethyl-4,4'-bis(2-propynyloxy)stilbene","alpha,alpha'-diethyl-4,4'-bis(2-propynyloxy)stilbene",NA,5945639,C15066,C#CCOc1ccc(/C(CC)=C(\CC)c2ccc(OCC#C)cc2)cc1,1,
1-Acetoxy-2-hydroxy-16-heptadecen-4-one,1-Acetoxy-2-hydroxy-16-heptadecen-4-one,HMDB0031006,56968446,NA,CC(=O)OCC(CC(=O)CCCCCCCCCCCC=C)O,1,
"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde","alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde",HMDB0062442,53297447,C19592,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C(C(C=O)C(O)CO)C(O)=C1,1,
(R)-2-Hydroxysterculic acid,(R)-2-Hydroxysterculic acid,HMDB0031060,131751126,NA,CCCCCCCCC1=C(CCCCCCC(O)C(O)=O)C1,1,
10-Hydroxymyristic acid methyl ester,10-Hydroxymyristic acid methyl ester,HMDB0031061,101533769,NA,CCCCC(O)CCCCCCCCC(=O)OC,1,
3-Hydroxynonyl acetate,3-Hydroxynonyl acetate,HMDB0032443,234237,NA,CCCCCCC(CCOC(=O)C)O,1,
Dichloromaleimide,Dichloromaleimide,HMDB0031151,14513,NA,C1(=C(C(=O)NC1=O)Cl)Cl,1,
Taraxacolide 1-O-b-D-glucopyranoside,Taraxacolide 1-O-b-D-glucopyranoside,HMDB0035610,131751813,NA,CC1C2CCC3(C)C(CC(=O)C(C)C3C2OC1=O)OC1OC(CO)C(O)C(O)C1O,1,
(10S)-Juvenile hormone III acid diol,(10S)-Juvenile hormone III acid diol,METPA1793,NA,C16506,NA,1,
2'-Oxoaloesol 7-glucoside,2'-Oxoaloesol 7-glucoside,HMDB0035734,14524532,NA,CC(=O)CC1=CC(=O)C2=C(O1)C=C(OC1OC(CO)C(O)C(O)C1O)C=C2C,1,
D-Urobilinogen,D-Urobilinogen,HMDB0004158,440784,C05791,CCC1=C(C(=O)NC1CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4C(=C(C(=O)N4)C=C)C)C)CCC(=O)O)CCC(=O)O)C)C,1,
1-Isothiocyanato-6-(methylthio)hexane,1-Isothiocyanato-6-(methylthio)hexane,HMDB0031574,165224,NA,CSCCCCCCN=C=S,1,
SR 49498,SR 49498,HMDB0013845,68617604,NA,CCCCC(=O)NC1(CCCC1)C(=O)NCC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1,1,
"6,7-Dimethoxy-7-epirosmanol","6,7-Dimethoxy-7-epirosmanol",HMDB0030844,131751086,NA,COC1C2=C(C(O)=C(O)C(=C2)C(C)C)C23CCCC(C)(C)C2C1(OC)OC3=O,1,
Thymine,Thymine,HMDB0000262,1135,C00178,CC1=CNC(=O)NC1=O,1,
Indole-3-carbinol,Indole-3-carbinol,HMDB0005785,3712,NA,C1=CC=C2C(=C1)C(=CN2)CO,1,
Prenyl glucoside,Prenyl glucoside,HMDB0031876,193876,C09808,CC(C)=CCOC1OC(CO)C(O)C(O)C1O,1,
Hexanoylglycine,Hexanoylglycine,HMDB0000701,99463,NA,CCCCCC(=O)NCC(=O)O,1,
Deoxycytidine,Deoxycytidine,HMDB0000014,13711,C00881,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,1,
"Methyl 2E,4Z-hexadecadienoate","Methyl 2E,4Z-hexadecadienoate",HMDB0031050,131751123,NA,CCCCCCCCCCC\C=C/C=C/C(=O)OC,1,
Arginyl-Phenylalanine,Arginyl-Phenylalanine,HMDB0028716,4441256,NA,NC(CCCNC(N)=N)C(=O)NC(CC1=CC=CC=C1)C(O)=O,1,
8-8'-Dehydrodiferulic acid,8-8'-Dehydrodiferulic acid,HMDB0029277,131750840,NA,COC1=C(O)C=CC(\C=C(\C(O)=O)/C(=C/C2=CC(OC)=C(O)C=C2)/C(O)=O)=C1,1,
"(2R,3S)-Piscidic acid","(2R,3S)-Piscidic acid",HMDB0030809,120693,NA,C1=CC(=CC=C1CC(C(C(=O)O)O)(C(=O)O)O)O,1,
MG(0:0/22:1(13Z)/0:0),MG(0:0/22:1(13Z)/0:0),HMDB0011552,6438186,NA,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC(CO)CO,1,
"2,5-Dihydroxypyridine","2,5-Dihydroxypyridine",METPA0119,NA,C01059,NA,1,
N2-Succinyl-L-ornithine,N2-Succinyl-L-ornithine,HMDB0001199,127370,C03415,C(C[C@@H](C(=O)O)NC(=O)CCC(=O)O)CN,1,
3-Hydroxy-4-butanolide,3-Hydroxy-4-butanolide,HMDB0034681,72569818,NA,OCC1OC(OC2COC(=O)C2)C(O)C(O)C1O,1,
"3-Methylpyrrolo[1,2-a]pyrazine","3-Methylpyrrolo[1,2-a]pyrazine",HMDB0033172,58661804,NA,CC1=CN2C=CC=C2N=N1,1,
5'-O-Desmethyl omeprazole,5'-O-Desmethyl omeprazole,HMDB0014011,10404448,NA,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)O,1,
L-Ascorbate 6-phosphate,L-Ascorbate 6-phosphate,METPA1254,NA,C16186,NA,1,
Aldosterone,Aldosterone,HMDB0000037,24758425,C01780,C[C@]12CCC(=O)C=C1CCC3C2[C@H](C[C@]4(C3CC[C@@H]4C(=O)CO)C=O)O,1,
Arbutin,Arbutin,HMDB0029943,346,C06186,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O,1,
Starch acetate,Starch acetate,HMDB0029891,19958317,NA,CC(=O)OCC1OC(O)C(OC(C)=O)C(OC(C)=O)C1O,1,
Dulciol C,Dulciol C,HMDB0029991,10719597,NA,CC(=CCC1=C2C(=C(C(=C1O)O)CCC(C)(C)O)C(=O)C3=C(C(=CC(=C3O2)O)C(C)(C)C=C)O)C,1,
dCMP,dCMP,HMDB0001202,13945,C00239,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O,1,
"13,14-Dihydro PGF-1a","13,14-Dihydro PGF-1a",HMDB0005076,5311239,NA,CCCCC[C@@H](CC[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O,1,
Xanthosine,Xanthosine,HMDB0000299,64959,C01762,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,1,
Calonectrin,Calonectrin,HMDB0034915,538469,NA,CC1=CC2C(CC1)(C3(CC(C(C34CO4)O2)OC(=O)C)C)COC(=O)C,1,
6-Phosphonoglucono-D-lactone,6-Phosphonoglucono-D-lactone,HMDB0001127,439452,C01236,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)OP(=O)(O)O,1,
Eleutheroside B1,Eleutheroside B1,HMDB0029549,12302276,NA,COC1=C(C(=C2C(=C1)C=CC(=O)O2)OC)OC3C(C(C(C(O3)CO)O)O)O,1,
Sphingosine,Sphingosine,HMDB0000252,5353955,C00319,CCCCCCCCCCCCC/C=C/C(C(CO)N)O,1,
D-Lombricine.1,D-Lombricine,METPA0215,NA,C01726,NA,1,
Tetrahydrocorticosterone,Tetrahydrocorticosterone,HMDB0000268,9863245,C05476,C[C@]12CC[C@H](C[C@H]1CCC3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O)O,1,
Prostaglandin F1a,Prostaglandin F1a,HMDB0002685,5280939,C06475,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1CCCCCCC(=O)O)O)O)O,1,
"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoic acid",HMDB0004083,440741,C05645,C1=CC(=C(C(=C1)O)N)C(=O)CC(=O)C(=O)O,1,
Faropenem,Faropenem,HMDB0041892,65894,C13310,[H][C@]12SC([C@H]3CCCO3)=C(N1C(=O)[C@@H]2[C@@H](C)O)C(O)=O,1,
Oleanolic acid,Oleanolic acid,HMDB0002364,10494,C17148,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O,1,
"Ergosta-5,7,22,24(28)-tetraen-3beta-ol","Ergosta-5,7,22,24(28)-tetraen-3beta-ol",METPA0595,NA,C05440,NA,1,
13-hydroxy-docosanoic acid,13-hydroxy-docosanoic acid,NA,151842,C03049,CCCCCCCCCC(O)CCCCCCCCCCCC(=O)O,1,
3-Hydroxydodecanedioic acid,3-Hydroxydodecanedioic acid,HMDB0000413,16663321,NA,C(CCCCC(=O)O)CCCC(CC(=O)O)O,1,
Fortimicin A,Fortimicin A,NA,96024038,C17708,NA,1,
N-Acetylanonaine,N-Acetylanonaine,HMDB0030349,78411088,NA,CC(=O)N1CCC2=CC3=C(OCO3)C3=C2C1CC1=CC=CC=C31,1,
1-Octen-3-yl glucoside,1-Octen-3-yl glucoside,HMDB0032959,73817234,NA,CCCCCC(OC1OC(CO)C(O)C(O)C1O)C=C,1,
Epigallocatechin gallate,Epigallocatechin gallate,HMDB0003153,65064,C09731,C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,1,
Avocadene,Avocadene,HMDB0031042,158573,NA,C=CCCCCCCCCCCCC(CC(CO)O)O,1,
Trigonelline,Trigonelline,HMDB0000875,5570,C01004,C[N+]1=CC=CC(=C1)C(=O)[O-],1,
