ionIdx,ionMz,MzDelta,Mod,Formula,CompoundID,annSource,Compound_Name
617,275.1662,-0.0009037,-H(-),C17H24O3,HMDB0015586,['hmdb40_kegg_H_F_K_Na'],Cyclandelate
618,275.2381,-0.0001029,-H(-),C19H32O,HMDB0005830,['hmdb40_kegg_H_F_K_Na'],5a-Androstan-3b-ol
619,276.1609,-0.0004307,-H(-),C16H23NO3,HMDB0036325,['hmdb40_kegg_H_F_K_Na'],NA
620,277.0709,0.0009051,-H(-),C14H14O6,HMDB0128947,['hmdb40_kegg_H_F_K_Na'],NA
621,277.108,0.0001175,-H(-),C15H18O5,HMDB0030766,['hmdb40_kegg_H_F_K_Na'],11-Hydroxy-12-methoxydihydrokawain
622,277.1449,-0.0003871,-H(-),C16H22O4,HMDB0001518,['hmdb40_kegg_H_F_K_Na'],Alpha-CEHC
623,277.2174,-0.0001463,-H(-),C18H30O2,HMDB0001388,['hmdb40_kegg_H_F_K_Na'],Alpha-Linolenic acid
624,277.2533,0.0003531,-H(-),C19H34O,HMDB0033609,['hmdb40_kegg_H_F_K_Na'],2-Pentadecylfuran
625,278.2494,-0.0004139,-H(-),C18H33NO,HMDB0062656,['hmdb40_kegg_H_F_K_Na'],Linoleamide
626,279.0563,-0.000586,-H(-),C11H12N4O3S,HMDB0014802,['hmdb40_kegg_H_F_K_Na'],Sulfametopyrazine
627,279.0871,0.0002691,-H(-),C14H16O6,HMDB0033884,['hmdb40_kegg_H_F_K_Na'],Gravolenic acid
628,279.1243,-0.0005525,-H(-),C15H20O5,HMDB0035620,['hmdb40_kegg_H_F_K_Na'],Artabsinolide A
629,279.1392,-0.0001513,-H(-),C19H20O2,HMDB0033295,['hmdb40_kegg_H_F_K_Na'],7-(4-Hydroxyphenyl)-1-phenyl-4-hepten-3-one
630,279.2336,-0.0006513,-H(-),C18H32O2,HMDB0000673,['hmdb40_kegg_H_F_K_Na'],Linoleic acid
631,280.1051,6.39E-05,-H(-),C11H15N5O4,HMDB0003331,['hmdb40_kegg_H_F_K_Na'],1-Methyladenosine
632,280.2651,-0.0005139,-H(-),C18H35NO,HMDB0002117,['hmdb40_kegg_H_F_K_Na'],Oleamide
633,281.0308,-0.0005217,-H(-),C12H10O8,HMDB0034034,['hmdb40_kegg_H_F_K_Na'],Bikojic acid
634,281.0466,-0.0010485,-H(-),C16H10O5,HMDB0029584,['hmdb40_kegg_H_F_K_Na'],3-O-Methylcoumestrol
635,281.1051,-0.0006913,-H(-),C15H14N4O2,HMDB0013911,['hmdb40_kegg_H_F_K_Na'],12-Hydroxynevirapine
636,281.1546,6.87E-05,-H(-),C19H22O2,HMDB0035080,['hmdb40_kegg_H_F_K_Na'],Miltirone
637,281.1753,0.0005319,-H(-),C16H26O4,HMDB0033630,['hmdb40_kegg_H_F_K_Na'],Lactapiperanol C
638,281.19,0.0010551,-H(-),C20H26O,HMDB0035695,['hmdb40_kegg_H_F_K_Na'],Vitamin A2 aldehyde
639,281.2112,0.0010513,-H(-),C17H30O3,NA,['hmdb40_kegg_H_F_K_Na'],NA
640,282.0835,0.0009065,-H(-),C10H13N5O5,HMDB0000133,['hmdb40_kegg_H_F_K_Na'],Guanosine
641,282.1238,0.0009777,-H(-),C16H17N3O2,HMDB0248346,['hmdb40_kegg_H_F_K_Na'],Brevianamide F
642,282.1704,0.0006879,-H(-),C15H25NO4,HMDB0060994,['hmdb40_kegg_H_F_K_Na'],NA
643,283.0527,-0.0006588,-H(-),C12H14NO5S,NA,['hmdb40_kegg_H_F_K_Na'],Faropenem
644,283.0686,-0.0001619,-H(-),C10H12N4O6,HMDB0000299,['hmdb40_kegg_H_F_K_Na'],Xanthosine
645,283.2276,0.0003123,-H(-),C17H32O3,HMDB0035473,['hmdb40_kegg_H_F_K_Na'],Avocadyne
646,283.2645,-0.0002083,-H(-),C18H36O2,HMDB0000827,['hmdb40_kegg_H_F_K_Na'],Stearic acid
647,285.0393,0.0011361,-H(-),C15H10O6,HMDB0005800,['hmdb40_kegg_H_F_K_Na'],Luteolin
648,285.0623,-0.0007017,-H(-),C12H14O8,HMDB0029498,['hmdb40_kegg_H_F_K_Na'],3'-Methoxyfukiic acid
649,285.0792,0.0009732,-H(-),C13H18O5S,HMDB0132959,['hmdb40_kegg_H_F_K_Na'],NA
650,285.0976,0.0003757,-H(-),C13H18O7,HMDB0003546,['hmdb40_kegg_H_F_K_Na'],Salicin
651,285.1134,-0.0002011,-H(-),C17H18O4,HMDB0030152,['hmdb40_kegg_H_F_K_Na'],"4'-Hydroxy-5,7-dimethoxyflavan"
652,285.186,3.57E-05,-H(-),C19H26O2,HMDB0000053,['hmdb40_kegg_H_F_K_Na'],Androstenedione
653,285.244,-0.0004637,-H(-),C17H34O3,HMDB0031042,['hmdb40_kegg_H_F_K_Na'],Avocadene
654,286.1413,-0.0004375,-H(-),C12H21N3O5,NA,['hmdb40_kegg_H_F_K_Na'],NA
655,287.0772,-8.70E-06,-H(-),C12H16O8,HMDB0035589,['hmdb40_kegg_H_F_K_Na'],Phlorin
656,287.1197,-0.0006689,-H(-),C19H16N2O,NA,['hmdb40_kegg_H_F_K_Na'],NA
657,287.186,0.0003945,-H(-),C15H28O5,HMDB0031885,['hmdb40_kegg_H_F_K_Na'],6-Hydroxypentadecanedioic acid
658,287.202,-0.0003063,-H(-),C19H28O2,HMDB0000077,['hmdb40_kegg_H_F_K_Na'],Dehydroepiandrosterone
659,288.0516,-0.0002239,-H(-),C14H11NO6,NA,['hmdb40_kegg_H_F_K_Na'],NA
660,288.9492,-0.0001465,-H(-),C10H10O2S4,HMDB0036168,['hmdb40_kegg_H_F_K_Na'],NA
661,289.1652,0.0004321,-H(-),C14H26O6,HMDB0032959,['hmdb40_kegg_H_F_K_Na'],1-Octen-3-yl glucoside
662,289.217,0.0003297,-H(-),C19H30O2,HMDB0000031,['hmdb40_kegg_H_F_K_Na'],Androsterone
663,289.2537,-4.29E-05,-H(-),C20H34O,HMDB0035083,['hmdb40_kegg_H_F_K_Na'],"(3S,6E,10E)-1,6,10,14-Phytatetraen-3-ol"
664,290.0662,0.0008591,-H(-),C14H13NO6,NA,['hmdb40_kegg_H_F_K_Na'],NA
665,290.0722,-0.0005166,-H(-),C12H13N5O2S,HMDB0256807,['hmdb40_kegg_H_F_K_Na'],NA
666,290.0881,8.13E-05,-H(-),C11H17NO8,HMDB0245680,['hmdb40_kegg_H_F_K_Na'],NA
667,290.9677,-3.45E-05,-H(-),C5H10O10P2,NA,['hmdb40_kegg_H_F_K_Na'],"alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate"
668,291.0148,0.0007067,-H(-),C14H12O3S2,NA,['hmdb40_kegg_H_F_K_Na'],NA
669,291.0839,-0.0005567,-H(-),C10H16N2O8,HMDB0015109,['hmdb40_kegg_H_F_K_Na'],Edetic Acid
670,291.1077,0.0008493,-H(-),C12H20O8,HMDB0041269,['hmdb40_kegg_H_F_K_Na'],NA
671,291.1248,-0.0010325,-H(-),C16H20O5,HMDB0030767,['hmdb40_kegg_H_F_K_Na'],"11,12-Dimethoxydihydrokawain"
672,292.0825,0.0001391,-H(-),C14H15NO6,NA,['hmdb40_kegg_H_F_K_Na'],NA
673,293.1036,-0.0005509,-H(-),C15H18O6,HMDB0039825,['hmdb40_kegg_H_F_K_Na'],NA
674,293.1185,-0.0002307,-H(-),C19H18O3,HMDB0033331,['hmdb40_kegg_H_F_K_Na'],"(E)-1-[4-Hydroxy-3-(3-methyl-1,3-butadienyl)phenyl]-2-(3,5-dihydroxyphenyl)ethylene"
675,293.1385,0.0009175,-H(-),C16H22O5,HMDB0030555,['hmdb40_kegg_H_F_K_Na'],Tocopheronic acid
676,293.1782,0.0009886,-H(-),C14H30O4S,HMDB0014607,['hmdb40_kegg_H_F_K_Na'],Sodium Tetradecyl Sulfate
677,293.2114,0.0008563,-H(-),C18H30O3,HMDB0004668,['hmdb40_kegg_H_F_K_Na'],13-OxoODE
678,293.2488,-0.0002383,-H(-),C19H34O2,HMDB0034381,['hmdb40_kegg_H_F_K_Na'],Methyl linoleate
679,295.0451,0.0008383,-H(-),C13H12O8,HMDB0029318,['hmdb40_kegg_H_F_K_Na'],Caffeoylmalic acid
680,295.0616,-0.0003565,-H(-),C17H12O5,HMDB0034126,['hmdb40_kegg_H_F_K_Na'],Gyrocyanin
681,295.0717,0.0006939,-H(-),C16H12N2O4,HMDB0029301,['hmdb40_kegg_H_F_K_Na'],"5,5',6,6'-Tetrahydroxy-3,3'-biindolyl"
682,295.0824,-4.43E-05,-H(-),C14H16O7,HMDB0124987,['hmdb40_kegg_H_F_K_Na'],de-Hypoxanthine futalosine
683,295.0964,-0.0012158,-H(-),C11H21O7P,HMDB0011685,['hmdb40_kegg_H_F_K_Na'],DHAP(8:0)
684,295.1336,0.0003613,-H(-),C19H20O3,HMDB0030599,['hmdb40_kegg_H_F_K_Na'],"5-[(4-Hydroxypheny)ethenyl]-2-(3-methyl-1-butenyl)-1,3-benzenediol"
685,295.1911,0.0003949,-H(-),C17H28O4,HMDB0035075,['hmdb40_kegg_H_F_K_Na'],Tanacetol B
686,295.2282,-0.0002867,-H(-),C18H32O3,HMDB0004667,['hmdb40_kegg_H_F_K_Na'],13S-hydroxyoctadecadienoic acid
687,295.2643,-1.93E-05,-H(-),C19H36O2,HMDB0013622,['hmdb40_kegg_H_F_K_Na'],Nonadeca-10(Z)-enoic acid
688,296.1117,-0.0002112,-H(-),C18H19NOS,HMDB0014619,['hmdb40_kegg_H_F_K_Na'],Duloxetine
689,296.2599,-0.0003573,-H(-),C18H35NO2,HMDB0013648,['hmdb40_kegg_H_F_K_Na'],Palmitoleoyl Ethanolamide
690,296.2962,-0.0002709,-H(-),C19H39NO,HMDB0031810,['hmdb40_kegg_H_F_K_Na'],Tridemorph
691,297.0237,-0.0009554,-H(-),C16H10O4S,NA,['hmdb40_kegg_H_F_K_Na'],1-Pyrenylsulfate
692,297.0471,-0.0002925,-H(-),C16H10O4S,NA,['hmdb40_kegg_H_F_K_Na'],NA
693,297.113,0.0002199,-H(-),C18H18O4,HMDB0004808,['hmdb40_kegg_H_F_K_Na'],7C-aglycone
694,297.1341,0.0002971,-H(-),C15H22O6,HMDB0036159,['hmdb40_kegg_H_F_K_Na'],NA
695,297.1719,0.0002311,-H(-),C17H22N4O,HMDB0014943,['hmdb40_kegg_H_F_K_Na'],Minaprine
696,297.2067,0.0004639,-H(-),C17H30O4,NA,['hmdb40_kegg_H_F_K_Na'],NA
697,297.2439,-0.0003617,-H(-),C18H34O3,HMDB0010736,['hmdb40_kegg_H_F_K_Na'],3-Oxooctadecanoic acid
698,297.2793,0.0006097,-H(-),C19H38O2,HMDB0000772,['hmdb40_kegg_H_F_K_Na'],Nonadecanoic acid
699,298.145,-0.0001317,-H(-),C18H21NO3,HMDB0004995,['hmdb40_kegg_H_F_K_Na'],Codeine
700,298.2747,0.0004067,-H(-),C18H37NO2,HMDB0000252,['hmdb40_kegg_H_F_K_Na'],Sphingosine
701,299.104,-0.0002721,-H(-),C16H16N2O4,HMDB0256405,['hmdb40_kegg_H_F_K_Na'],NA
702,299.1285,0.0003559,-H(-),C18H20O4,HMDB0030755,['hmdb40_kegg_H_F_K_Na'],Myrigalone E
703,299.1647,0.0005613,-H(-),C19H24O3,HMDB0000010,['hmdb40_kegg_H_F_K_Na'],2-Methoxyestrone
704,299.2012,0.0004397,-H(-),C20H28O2,HMDB0001852,['hmdb40_kegg_H_F_K_Na'],All-trans-retinoic acid
705,299.2379,0.0001021,-H(-),C21H32O,HMDB0015500,['hmdb40_kegg_H_F_K_Na'],Allylestrenol
706,299.2599,-0.0007347,-H(-),C18H36O3,HMDB0010737,['hmdb40_kegg_H_F_K_Na'],(R)-3-Hydroxy-Octadecanoic acid
707,300.0447,0.000132,-H(-),C14H11N3O3S,HMDB0255688,['hmdb40_kegg_H_F_K_Na'],NA
708,300.1573,-0.0007735,-H(-),C13H23N3O5,NA,['hmdb40_kegg_H_F_K_Na'],NA
709,300.1603,0.0002343,-H(-),C18H23NO3,HMDB0014979,['hmdb40_kegg_H_F_K_Na'],Dobutamine
710,301.0711,0.0006621,-H(-),C16H14O6,HMDB0005782,['hmdb40_kegg_H_F_K_Na'],Hesperetin
711,301.1632,-0.0002031,-H(-),C11H22N6O4,HMDB0028707,['hmdb40_kegg_H_F_K_Na'],Arginyl-Glutamine
712,301.2173,3.67E-05,-H(-),C20H30O2,HMDB0001999,['hmdb40_kegg_H_F_K_Na'],Eicosapentaenoic acid
713,301.2532,0.0004581,-H(-),C21H34O,HMDB0030482,['hmdb40_kegg_H_F_K_Na'],Cardanolmonoene
714,303.0181,-0.000113,-H(-),C11H12O8S,HMDB0059985,['hmdb40_kegg_H_F_K_Na'],NA
715,303.0873,0.0001441,-H(-),C16H16O6,HMDB0029175,['hmdb40_kegg_H_F_K_Na'],3'-O-methyl-(-)-epicatechin
716,303.1596,0.0006039,-H(-),C18H24O4,HMDB0060352,['hmdb40_kegg_H_F_K_Na'],"2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone"
717,303.1973,-0.0007317,-H(-),C19H28O3,HMDB0000309,['hmdb40_kegg_H_F_K_Na'],"3a,16b-Dihydroxyandrostenone"
718,303.2331,-0.0001063,-H(-),C20H32O2,HMDB0001043,['hmdb40_kegg_H_F_K_Na'],Arachidonic acid
719,304.0341,-0.0001008,-H(-),C9H12N3O7P,HMDB0011691,['hmdb40_kegg_H_F_K_Na'],"Cytidine 2',3'-cyclic phosphate"
720,305.0872,0.0005699,-H(-),C12H18O9,HMDB0029891,['hmdb40_kegg_H_F_K_Na'],Starch acetate
721,305.1372,-0.0004497,-H(-),C13H18N6O3,NA,['hmdb40_kegg_H_F_K_Na'],Lupinate
722,305.2484,0.0002007,-H(-),C20H34O2,HMDB0002925,['hmdb40_kegg_H_F_K_Na'],"8,11,14-Eicosatrienoic acid"
723,306.0497,-7.88E-05,-H(-),C9H14N3O7P,HMDB0001202,['hmdb40_kegg_H_F_K_Na'],dCMP
724,306.1096,-2.25E-05,-H(-),C14H17N3O5,HMDB0142220,['hmdb40_kegg_H_F_K_Na'],NA
725,306.1144,-0.0008147,-H(-),C19H17NO3,HMDB0030349,['hmdb40_kegg_H_F_K_Na'],N-Acetylanonaine
726,306.1354,-0.0007065,-H(-),C16H21NO5,HMDB0038582,['hmdb40_kegg_H_F_K_Na'],NA
727,307.0337,-5.02E-05,-H(-),C9H13N2O8P,HMDB0001409,['hmdb40_kegg_H_F_K_Na'],dUMP
728,307.0813,0.0010617,-H(-),C15H16O7,HMDB0040692,['hmdb40_kegg_H_F_K_Na'],NA
729,307.0975,7.09E-05,-H(-),C19H16O4,HMDB0001935,['hmdb40_kegg_H_F_K_Na'],Warfarin
730,307.2126,-7.90E-06,-H(-),C15H32O6,HMDB0037162,['hmdb40_kegg_H_F_K_Na'],NA
731,307.264,0.0002357,-H(-),C20H36O2,HMDB0005060,['hmdb40_kegg_H_F_K_Na'],Eicosadienoic acid
732,308.2956,0.0002671,-H(-),C20H39NO,HMDB0032740,['hmdb40_kegg_H_F_K_Na'],N-Hexadecanoylpyrrolidine
733,309.0413,-0.0008459,-H(-),C17H10O6,HMDB0033657,['hmdb40_kegg_H_F_K_Na'],De-O-methylsterigmatocystin
734,309.0722,0.0006727,-H(-),C13H14N2O7,NA,['hmdb40_kegg_H_F_K_Na'],NA
735,309.2072,-7.01E-05,-H(-),C18H30O4,HMDB0013623,['hmdb40_kegg_H_F_K_Na'],12(13)Ep-9-KODE
736,309.243,0.0005083,-H(-),C19H34O3,HMDB0031060,['hmdb40_kegg_H_F_K_Na'],(R)-2-Hydroxysterculic acid
737,309.2799,-2.33E-05,-H(-),C20H38O2,HMDB0002231,['hmdb40_kegg_H_F_K_Na'],Eicosenoic acid
738,310.1152,0.0004695,-H(-),C12H17N5O5,HMDB0001961,['hmdb40_kegg_H_F_K_Na'],"1,7-Dimethylguanosine"
739,311.0419,-0.0010031,-H(-),C13H12O9,HMDB0013680,['hmdb40_kegg_H_F_K_Na'],Caftaric acid
740,311.0982,0.0001665,-H(-),C11H20O10,HMDB0011677,['hmdb40_kegg_H_F_K_Na'],"Galactose-beta-1,4-xylose"
741,311.1286,0.0003099,-H(-),C19H20O4,HMDB0030600,['hmdb40_kegg_H_F_K_Na'],"4-(3-Methyl-1-butenyl)-3,3',4',5-tetrahydroxystilbene"
742,311.1687,-2.00E-05,-H(-),C17H28O3S,HMDB0032549,['hmdb40_kegg_H_F_K_Na'],N-Undecylbenzenesulfonic acid
743,311.2015,0.0001797,-H(-),C21H28O2,HMDB0000995,['hmdb40_kegg_H_F_K_Na'],16-Dehydroprogesterone
744,311.2228,-5.10E-06,-H(-),C18H32O4,HMDB0003871,['hmdb40_kegg_H_F_K_Na'],13-L-Hydroperoxylinoleic acid
745,311.2956,-7.63E-05,-H(-),C20H40O2,HMDB0000417,['hmdb40_kegg_H_F_K_Na'],"3D,7D,11D-Phytanic acid"
746,312.2552,-0.0008107,-H(-),C18H35NO3,HMDB0013034,['hmdb40_kegg_H_F_K_Na'],Palmitoylglycine
747,313.0552,-0.0012214,-H(-),C17H14O4S,NA,['hmdb40_kegg_H_F_K_Na'],NA
748,313.1917,0.0004907,-H(-),C19H26N2O2,HMDB0030263,['hmdb40_kegg_H_F_K_Na'],Rhazidigenine Nb-oxide
749,313.2173,-1.30E-06,-H(-),C21H30O2,HMDB0001830,['hmdb40_kegg_H_F_K_Na'],Progesterone
750,313.2383,0.0001409,-H(-),C18H34O4,HMDB0000782,['hmdb40_kegg_H_F_K_Na'],Octadecanedioic acid
751,313.2748,4.53E-05,-H(-),C19H38O3,HMDB0061651,['hmdb40_kegg_H_F_K_Na'],NA
752,314.0792,0.0003361,-H(-),C17H15O6,NA,['hmdb40_kegg_H_F_K_Na'],Rosinidin
753,315.16,0.0001709,-H(-),C19H24O4,HMDB0029566,['hmdb40_kegg_H_F_K_Na'],Isopulegone caffeate
754,315.1814,-4.79E-05,-H(-),C16H28O6,HMDB0029346,['hmdb40_kegg_H_F_K_Na'],Neryl glucoside
755,315.1961,0.0004363,-H(-),C20H28O3,HMDB0000344,['hmdb40_kegg_H_F_K_Na'],2-Methoxyestradiol-3-methylether
756,315.233,-9.30E-06,-H(-),C21H32O2,HMDB0000253,['hmdb40_kegg_H_F_K_Na'],Pregnenolone
757,315.2543,-0.0002231,-H(-),C18H36O4,HMDB0011532,['hmdb40_kegg_H_F_K_Na'],MG(0:0/15:0/0:0)
758,315.2904,7.13E-05,-H(-),C19H40O3,HMDB0032112,['hmdb40_kegg_H_F_K_Na'],"1,2,4-Nonadecanetriol"
759,317.1033,-0.0002169,-H(-),C17H18O6,HMDB0030663,['hmdb40_kegg_H_F_K_Na'],"4',7-Di-O-methylcatechin"
760,317.1758,6.59E-05,-H(-),C19H26O4,HMDB0006709,['hmdb40_kegg_H_F_K_Na'],Ubiquinone-2
761,317.2123,-0.0001077,-H(-),C20H30O3,HMDB0001337,['hmdb40_kegg_H_F_K_Na'],Leukotriene A4
762,317.2484,0.0001577,-H(-),C21H34O2,HMDB0001449,['hmdb40_kegg_H_F_K_Na'],Allopregnanolone
763,319.1918,-0.0003351,-H(-),(C5H8)nC14H20O4,HMDB0001304,['hmdb40_kegg_H_F_K_Na'],QH2
764,319.2639,0.0003087,-H(-),C21H36O2,HMDB0002156,['hmdb40_kegg_H_F_K_Na'],"3a,20b-Pregnanediol"
765,320.1736,-0.0007527,-H(-),C15H23N5O3,HMDB0028716,['hmdb40_kegg_H_F_K_Na'],Arginyl-Phenylalanine
766,321.1566,-0.0011477,-H(-),C14H26O8,HMDB0031694,['hmdb40_kegg_H_F_K_Na'],Butyl (S)-3-hydroxybutyrate glucoside
767,322.0447,-0.0001372,-H(-),C9H14N3O8P,HMDB0000095,['hmdb40_kegg_H_F_K_Na'],Cytidine monophosphate
768,322.2752,7.00E-07,-H(-),C20H37NO2,HMDB0012252,['hmdb40_kegg_H_F_K_Na'],Linoleoyl ethanolamide
769,323.0287,-0.0001086,-H(-),C9H13N2O9P,HMDB0000288,['hmdb40_kegg_H_F_K_Na'],Uridine 5'-monophosphate
770,323.0983,0.0001145,-H(-),C12H20O10,HMDB0251271,['hmdb40_kegg_H_F_K_Na'],NA
771,323.1136,6.17E-05,-H(-),C16H20O7,HMDB0133619,['hmdb40_kegg_H_F_K_Na'],NA
772,323.1683,0.000386,-H(-),C18H28O3S,HMDB0258607,['hmdb40_kegg_H_F_K_Na'],NA
773,324.2907,0.0001487,-H(-),C20H39NO2,HMDB0002088,['hmdb40_kegg_H_F_K_Na'],N-Oleoylethanolamine
774,325.036,-0.0006653,-H(-),C17H10O7,HMDB0128433,['hmdb40_kegg_H_F_K_Na'],NA
775,325.0719,-0.0001799,-H(-),C18H14O6,HMDB0030590,['hmdb40_kegg_H_F_K_Na'],Dihydrosterigmatocystin
776,325.1082,-2.45E-05,-H(-),C19H18O5,HMDB0030605,['hmdb40_kegg_H_F_K_Na'],"1,5-Dihydroxy-3-methoxy-2-prenylxanthone"
777,325.1843,-4.30E-05,-H(-),C18H30O3S,HMDB0031031,['hmdb40_kegg_H_F_K_Na'],2-Dodecylbenzenesulfonic acid
778,325.2378,0.0006659,-H(-),C19H34O4,HMDB0031006,['hmdb40_kegg_H_F_K_Na'],1-Acetoxy-2-hydroxy-16-heptadecen-4-one
779,325.3112,-3.93E-05,-H(-),C21H42O2,HMDB0002337,['hmdb40_kegg_H_F_K_Na'],Homophytanic acid
780,326.0882,-8.97E-05,-H(-),C14H17NO8,HMDB0010316,['hmdb40_kegg_H_F_K_Na'],Acetaminophen glucuronide
781,326.2695,0.0005213,-H(-),C19H37NO3,HMDB0013246,['hmdb40_kegg_H_F_K_Na'],Margaroylglycine
782,327.0509,0.0001597,-H(-),C17H12O7,HMDB0006558,['hmdb40_kegg_H_F_K_Na'],"2,3-Epoxyaflatoxin B1"
783,327.0874,-3.19E-05,-H(-),C18H16O6,HMDB0029677,['hmdb40_kegg_H_F_K_Na'],Zapotinin
784,327.1238,-2.55E-05,-H(-),C19H20O5,HMDB0040670,['hmdb40_kegg_H_F_K_Na'],NA
785,327.1609,-0.0007661,-H(-),C20H24O4,HMDB0029524,['hmdb40_kegg_H_F_K_Na'],5-Hydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-phenyl-3-heptanone
786,327.1721,-0.0006467,-H(-),C19H24N2O3,HMDB0014736,['hmdb40_kegg_H_F_K_Na'],Labetalol
787,327.2176,5.55E-05,-H(-),C18H32O5,HMDB0035919,['hmdb40_kegg_H_F_K_Na'],Corchorifatty acid F
788,327.2332,-0.0002003,-H(-),C22H32O2,HMDB0002183,['hmdb40_kegg_H_F_K_Na'],Docosahexaenoic acid
789,327.2904,1.83E-05,-H(-),C20H40O3,HMDB0032477,['hmdb40_kegg_H_F_K_Na'],Polyoxyethylene 40 monostearate
790,328.0454,-0.0006076,-H(-),C10H20NO5PS2,HMDB0031800,['hmdb40_kegg_H_F_K_Na'],Mecarbam
791,328.1192,-0.0001085,-H(-),C18H19NO5,HMDB0032805,['hmdb40_kegg_H_F_K_Na'],N-trans-Feruloyloctopamine
792,328.2857,-3.70E-06,-H(-),C19H39NO3,HMDB0004608,['hmdb40_kegg_H_F_K_Na'],Dihydroceramide
793,329.0303,2.30E-06,-H(-),C16H10O8,HMDB0030643,['hmdb40_kegg_H_F_K_Na'],Blighinone
794,329.0669,-0.0002573,-H(-),C17H14O7,HMDB0029263,['hmdb40_kegg_H_F_K_Na'],"3,7-Dimethylquercetin"
795,329.1025,0.0005151,-H(-),C18H18O6,HMDB0011672,['hmdb40_kegg_H_F_K_Na'],Aflatoxin B1 dialcohol
796,329.1396,-0.0001315,-H(-),C19H22O5,HMDB0031076,['hmdb40_kegg_H_F_K_Na'],Gibberellin A105
797,329.1755,0.0003759,-H(-),C20H26O4,HMDB0002121,['hmdb40_kegg_H_F_K_Na'],Carnosol
798,329.2122,-1.87E-05,-H(-),C21H30O3,HMDB0000016,['hmdb40_kegg_H_F_K_Na'],Deoxycorticosterone
799,329.2339,-0.0005755,-H(-),C18H34O5,HMDB0004708,['hmdb40_kegg_H_F_K_Na'],"9,12,13-TriHOME"
800,329.2485,8.37E-05,-H(-),C22H34O2,HMDB0001976,['hmdb40_kegg_H_F_K_Na'],Docosapentaenoic acid (22n-6)
801,330.0921,-0.000364,-H(-),C16H17N3O3S,HMDB0014011,['hmdb40_kegg_H_F_K_Na'],5'-O-Desmethyl omeprazole
802,330.1052,0.0012151,-H(-),C12H21N5O2S2,HMDB0014723,['hmdb40_kegg_H_F_K_Na'],Nizatidine
803,331.0682,-0.0010945,-H(-),C13H16O10,HMDB0034051,['hmdb40_kegg_H_F_K_Na'],6-Galloylglucose
804,331.1184,0.0003101,-H(-),C18H20O6,HMDB0030664,['hmdb40_kegg_H_F_K_Na'],"3,3'-Dihydroxy-4',5,7-trimethoxyflavan"
805,331.1548,0.0003105,-H(-),C19H24O5,HMDB0030787,['hmdb40_kegg_H_F_K_Na'],(R)-Marmin
806,331.1762,6.37E-05,-H(-),C16H28O7,HMDB0029784,['hmdb40_kegg_H_F_K_Na'],Unshuoside A
807,331.1915,-6.61E-05,-H(-),C20H28O4,HMDB0002358,['hmdb40_kegg_H_F_K_Na'],Carnosic acid
808,331.2281,-0.0001907,-H(-),C21H32O3,HMDB0000315,['hmdb40_kegg_H_F_K_Na'],16-a-Hydroxypregnenolone
809,331.2489,5.65E-05,-H(-),C18H36O5,HMDB0030935,['hmdb40_kegg_H_F_K_Na'],"9,10,13-Trihydroxystearic acid"
810,331.264,0.0002277,-H(-),C22H36O2,HMDB0002226,['hmdb40_kegg_H_F_K_Na'],Adrenic acid
811,333.0484,0.0009718,-H(-),C11H15N2O8P,HMDB0000229,['hmdb40_kegg_H_F_K_Na'],Nicotinamide ribotide
812,333.1093,-0.0001049,-H(-),C16H18N2O6,HMDB0034937,['hmdb40_kegg_H_F_K_Na'],Cappariloside A
813,333.1546,0.0009343,-H(-),C15H26O8,HMDB0040461,['hmdb40_kegg_H_F_K_Na'],NA
814,333.1713,-0.0005365,-H(-),C19H26O5,HMDB0032699,['hmdb40_kegg_H_F_K_Na'],"3-(2-Methylpropanoyloxy)-8-(2-methylbutanoyloxy)-9,10-epoxy-p-mentha-1,3,5-triene"
815,333.2071,7.89E-05,-H(-),C20H30O4,HMDB0001244,['hmdb40_kegg_H_F_K_Na'],"15-Keto-13,14-dihydroprostaglandin A2"
816,333.244,-0.0004537,-H(-),C21H34O3,HMDB0000879,['hmdb40_kegg_H_F_K_Na'],Tetrahydrodeoxycorticosterone
817,333.2798,7.57E-05,-H(-),C22H38O2,HMDB0002823,['hmdb40_kegg_H_F_K_Na'],Docosatrienoic acid
818,334.2156,-0.0005971,-H(-),C20H31O4,HMDB0060098,['hmdb40_kegg_H_F_K_Na'],NA
819,334.3116,-0.0001089,-H(-),C22H41NO,HMDB0031678,['hmdb40_kegg_H_F_K_Na'],Pipericine
820,335.0598,-0.0002752,-H(-),C16H16O6S,HMDB0127797,['hmdb40_kegg_H_F_K_Na'],NA
821,335.0762,0.0009973,-H(-),C16H16O8,HMDB0029287,['hmdb40_kegg_H_F_K_Na'],"3-Caffeoyl-1,5-quinolactone"
822,335.1159,0.0003809,-H(-),C20H18NO4,HMDB0003409,['hmdb40_kegg_H_F_K_Na'],Berberine
823,335.1944,-0.0007909,-H(-),C13H28N4O6,NA,['hmdb40_kegg_H_F_K_Na'],Istamycin KL1
824,335.2225,0.0003239,-H(-),C20H32O4,HMDB0001085,['hmdb40_kegg_H_F_K_Na'],Leukotriene B4
825,335.2954,0.0001877,-H(-),C22H40O2,HMDB0061714,['hmdb40_kegg_H_F_K_Na'],Docosadienoate (22:2n6)
